Date,GasPriceOpen,GasPriceClose,GasPriceLow,GasPriceHigh,avgGas,Samples,average_gas_price,EthPriceOpenUSD,EthPriceHighUSD,EthPriceLowUSD,EthPriceCloseUSD,EthPriceAdjustedCloseUSD,EthVolume,TransactionsAmount,BlockSize,DailyEthBurnt,UniqueAddressTotalCount,UniqueAddressReceiveCount,UniqueAddressSentCount
2020-05-23,13.0,12.0,6.0,40.0,90998.397985625,160,17.75,207.194489,210.386459,205.29422,208.694397,208.694397,10665476768,868425,26836,,333005,261840,193504
2020-05-22,9.77,14.0,1.0,33.0,101054.006257868,197,14.442499999999999,199.837112,208.591537,198.040863,207.169189,207.169189,12041592114,916282,28545,,337403,253674,215320
2020-05-21,16.0,29.0,1.0,47.0,74390.67748280255,157,23.25,210.12915,211.625183,193.346436,199.883606,199.883606,13308321229,867704,28609,,326301,244204,213316
2020-05-20,22.0,17.0,9.0,81.0,79372.27246172841,162,32.25,213.446243,214.716827,207.975815,210.096741,210.096741,12730175511,855377,27680,,321358,242522,203856
2020-05-19,30.0,14.0,1.0,60.0,88020.68365875,160,26.25,214.604935,214.604935,210.143051,213.451111,213.451111,14346192779,848038,26817,,328912,252710,199722
2020-05-18,10.0,12.2,1.0,42.0,88687.72537701868,161,16.3,207.179779,215.908463,207.10907,214.525055,214.525055,17411566928,857645,26532,,318949,242616,203342
2020-05-17,12.2,26.0,1.0,50.0,82882.26288000001,160,22.3,200.608871,209.160934,200.102798,207.158691,207.158691,15470397303,808464,25429,,297580,227262,183865
2020-05-16,19.0,10.0,1.0,39.0,85149.50720559008,161,17.25,195.613388,202.771194,194.501587,200.677124,200.677124,15379081645,875030,26716,,310647,241880,186408
2020-05-15,10.0,19.0,1.0,30.0,80381.3676913043,161,15.0,202.955399,203.566391,193.755676,195.622665,195.622665,16602342092,888691,27276,,319069,246365,201039
2020-05-14,19.0,23.09,1.0,41.0,77998.31378633539,161,21.0225,198.89151,204.117599,196.86882,202.949097,202.949097,20150524861,820300,25607,,297910,223337,197270
2020-05-13,23.0,19.0,1.0,58.0,82750.76003875004,160,25.25,189.3741,200.197327,189.127701,199.193283,199.193283,17054662289,856962,25703,,293787,221815,189980
2020-05-12,16.0,10.0,10.0,55.5,84959.54464567905,162,22.875,185.877335,191.601349,185.701797,189.3125,189.3125,15899726284,880678,26833,,315933,245341,199037
2020-05-11,11.0,12.0,1.0,51.0,78650.39154150944,159,18.75,188.632187,191.362335,180.718338,185.912842,185.912842,20054601647,887554,27592,,332262,259685,202809
2020-05-10,11.0,10.0,1.0,90.0,75845.4550067485,163,28.0,211.5522,211.5522,182.711166,188.599564,188.599564,25211575193,879153,27547,,331001,256070,204907
2020-05-09,9.0,6.05,4.0,90.0,78475.23725374999,160,27.2625,213.142166,214.73912,209.071518,211.600128,211.600128,18950547549,894382,27758,,341423,272957,197611
2020-05-08,5.3,12.0,1.0,47.9,75741.9148347826,161,16.55,212.198242,216.327682,208.830734,212.991577,212.991577,20445139356,887756,27078,,333175,257527,206699
2020-05-07,9.18,12.0,1.0,29.4,81910.4193559006,161,12.895,203.912857,214.392471,202.074844,212.289413,212.289413,23594744655,877129,31419,,326720,250868,199199
2020-05-06,12.0,8.5,1.0,26.4,85138.34549074073,162,11.975,206.481354,211.534622,204.040878,204.055786,204.055786,20343543799,833506,27907,,315688,251782,183894
2020-05-05,5.5,4.69,1.0,27.6,83931.50456375003,160,9.697500000000002,208.013,211.778625,204.031128,206.774399,206.774399,19004689099,785518,24540,,296348,234474,172946
2020-05-04,5.0,7.0,1.0,25.0,103145.82220613508,163,9.5,210.890854,211.828384,199.047729,208.174011,208.174011,22602446422,774035,26939,,298027,235794,180134
2020-05-03,4.0,5.3,1.55,18.0,97619.34499451215,164,7.2125,215.352066,219.270874,208.692368,210.933151,210.933151,20469034664,789689,24822,,330025,266775,168171
2020-05-02,2.42,2.64,1.0,20.0,83637.58343270441,159,6.515000000000001,214.230087,215.847534,212.878677,215.325378,215.325378,18260876092,765990,23861,,313649,254439,166112
2020-05-01,2.0,5.95,0.0,17.2,81987.66460613496,163,6.2875,207.901733,217.628021,207.780884,214.219101,214.219101,20816320834,827138,25890,,327622,256097,190106
2020-04-30,5.95,8.0,1.0,30.0,80688.47337730064,163,11.2375,216.909134,227.529694,206.43692,207.602051,207.602051,28089191904,899459,28663,,339669,264813,212385
2020-04-29,1.0,4.0,1.0,48.0,71349.57174746838,158,13.5,198.465195,218.454636,198.124512,216.968231,216.968231,26397548759,897881,27928,,345258,262573,217238
2020-04-28,4.8,5.5,0.0,30.0,72880.82445889572,163,10.075,197.273514,198.786545,194.849426,198.41539,198.41539,18217507467,838453,26056,,322149,251121,188682
2020-04-27,5.0,2.0,1.0,24.0,83397.95570372672,161,8.0,197.475723,199.552795,193.454163,197.224716,197.224716,18670194595,841193,25766,,321281,251804,195228
2020-04-26,1.54,1.21,1.0,20.0,77945.00282981367,161,5.9375,195.413589,199.344971,194.768066,197.317535,197.317535,18335367012,801949,25058,,299059,233374,181947
2020-04-25,10.0,5.0,1.0,20.0,82251.40649876544,162,9.0,189.207397,196.792374,188.459534,195.515305,195.515305,18260969748,792299,24986,,302047,237080,183064
2020-04-24,1.0,5.0,1.0,23.0,90979.32784437505,160,7.5,185.222107,190.210388,185.222107,189.236938,189.236938,16788555028,846807,25533,,333566,259811,197903
2020-04-23,5.0,2.92,1.0,25.6,79674.16042944787,163,8.63,182.620178,189.088867,180.340652,185.028671,185.028671,21275740032,826397,25963,,325328,253968,194900
2020-04-22,2.3,3.12,1.0,22.0,76410.51770931676,161,7.105,172.670395,183.751007,171.826599,182.599579,182.599579,17994666395,790519,25228,,300954,229105,184046
2020-04-21,3.0,6.0,1.0,22.0,85560.97601481482,162,8.0,172.017715,175.178467,170.552841,172.737701,172.737701,16458767984,812963,25515,,308759,240885,181065
2020-04-20,2.97,10.0,1.0,20.0,83704.92446296294,162,8.4925,181.480225,186.083542,170.321274,172.297165,172.297165,21266681335,828885,26206,,318477,257525,179637
2020-04-19,10.0,5.0,1.0,20.0,84093.90949378881,161,9.0,186.861984,188.098923,180.120819,181.61496,181.61496,19146038381,741675,23224,,292100,240382,156733
2020-04-18,10.7,8.0,1.0,20.0,101180.70538024689,162,9.925,171.618073,187.940475,171.618073,186.914001,186.914001,20160323443,783111,24272,,309901,253461,167055
2020-04-17,6.11,10.0,1.0,20.63,89189.6577198758,161,9.434999999999999,172.279419,174.275909,169.751572,171.63858,171.63858,16714684266,785639,24920,,304620,246944,165726
2020-04-16,1.87,2.0,1.0,13.0,81794.28380310556,161,4.4675,153.200424,173.157272,150.359421,172.157379,172.157379,22910469236,790334,26129,,283483,228367,167470
2020-04-15,2.1,12.0,1.1,21.12,98086.40197098767,162,9.08,157.565643,160.711121,152.802841,153.286896,153.286896,14171753737,792152,24633,,300348,245738,159536
2020-04-14,4.0,1.1,1.0,13.0,82308.1637722222,162,4.775,156.355957,160.944275,155.865936,157.59639,157.59639,14723156630,813972,24940,,327012,270969,157865
2020-04-13,5.0,10.0,0.5,20.0,86754.61462331285,163,8.875,160.720673,160.749695,151.614487,156.279556,156.279556,16465282133,744306,24305,,286794,235137,148592
2020-04-12,2.0,5.0,1.0,20.0,92757.27598024692,162,7.0,158.232391,164.516953,156.320511,161.142426,161.142426,15123721386,678530,22760,,261362,211566,139673
2020-04-11,3.0,1.1,1.0,11.55,102190.0224175758,165,4.1625,158.538986,161.167572,155.29834,158.216019,158.216019,13555089447,680523,22996,,249382,197358,139937
2020-04-10,2.0,2.0,1.0,18.0,106062.47308012428,161,5.75,170.829269,170.949768,154.914474,158.412445,158.412445,17980944616,745643,24575,,269522,215977,154365
2020-04-09,5.0,3.0,1.0,20.0,93380.65125555552,162,7.25,172.761261,172.897781,167.987122,170.807144,170.807144,14901696210,727502,23447,,275384,216239,155812
2020-04-08,1.1,1.1,1.0,18.0,115089.1510012346,162,5.3,165.240326,173.210266,164.493195,172.641739,172.641739,17063110836,830223,25393,,342424,286279,155396
2020-04-07,1.0,8.0,1.0,23.29,101665.19361481478,162,8.3225,169.147446,175.204132,164.203323,165.101944,165.101944,21659346091,783472,25184,,276395,216751,160814
2020-04-06,1.0,2.0,1.0,20.0,92139.79673272728,165,6.0,143.608215,169.272644,143.544601,169.13588,169.13588,21636382525,771300,26036,,288424,208169,179886
2020-04-05,5.0,1.0,1.0,20.0,96404.79094375006,160,6.75,145.261017,146.128525,142.102081,143.546646,143.546646,11280993591,614001,20359,,224338,171935,132248
2020-04-04,1.0,1.0,1.0,15.0,129987.65789570556,163,4.5,142.215179,145.377304,140.121826,145.219391,145.219391,11946658257,625952,21335,,232113,179652,134255
2020-04-03,5.0,18.0,1.0,34.0,109515.9072271605,162,14.5,142.110458,146.899872,139.619385,142.091309,142.091309,13184603402,722688,24127,,267880,209214,154354
2020-04-02,5.0,5.0,1.0,28.0,93200.54611901836,163,9.75,135.732178,146.787094,135.732178,142.029144,142.029144,15322861686,720554,24853,,264406,208537,150413
2020-04-01,1.83,9.0,0.99,18.0,99759.35321234564,162,7.455,133.61232,135.634552,129.730942,135.634552,135.634552,12456564435,683007,23177,,249259,198799,138163
2020-03-31,5.5,7.0,1.0,20.0,108502.85798606064,165,8.375,132.820923,134.274139,131.652893,133.593567,133.593567,11065246317,731749,24057,,256569,200329,155106
2020-03-30,1.0,5.0,0.0,35.0,93915.01961234571,162,10.25,125.577896,133.911469,125.28968,132.904541,132.904541,11841123306,724004,22915,,269242,206151,155494
2020-03-29,1.0,1.0,1.0,20.0,104811.25124135804,162,5.75,131.015335,131.174088,125.45005,125.583733,125.583733,9938133669,607984,19253,,225262,177228,121520
2020-03-28,7.0,7.0,0.95,21.0,109221.9684509203,163,8.9875,134.032745,134.032745,126.962189,130.986496,130.986496,12162403960,667726,22245,,243402,193427,132499
2020-03-27,1.0,1.0,0.5,20.0,110339.6670453988,163,5.625,138.369934,139.902695,133.937943,133.937943,133.937943,11396286629,748776,23262,,296964,245450,142552
2020-03-26,1.25,10.0,1.0,20.0,94602.24949878044,164,8.0625,136.190674,138.830566,134.886032,138.361557,138.361557,11367261176,772649,24661,,295289,243484,144821
2020-03-25,2.96,1.0,1.0,20.0,84328.72427592594,162,6.24,138.914963,141.403793,134.30423,136.195892,136.195892,13433092920,765389,24775,,284832,231168,146412
